all
999634261.443012
26115.841375276996
10362.002779783194
6381.932019073091
4709.552657145734
3821.101492772055
3250.4641406348824
2814.5902845797423
2449.013001337669
2145.029855423609
1909.3051999980794
1739.1950994758072
1615.3875278314097
1508.6716245002467
1394.1243252909273
1263.923608734094
1130.209887585178
1015.9676636288402
942.3329554273696
922.7483814520273
0.0
