neutral,selected
999639224.0,999857786.0
34167.51580421997,10620.926571848115
16501.668568604535,2435.3984026373805
10902.23788676458,1013.9221626742968
8149.923333497177,554.5853558899078
6505.308571541709,354.906924319764
5410.12965819782,250.26328447560692
4629.974443916215,187.58147806176547
4047.4685760756443,146.6253717214804
3596.5968156386957,118.54391303610136
3236.922401759719,98.73838181290007
2941.666381548204,84.263037274855
2692.201370728093,72.94385307632133
2475.918006969889,63.333525852951986
2285.4070400737382,54.905333459320666
2117.679740816382,47.89226177242281
1972.8129109955255,42.62260793331678
1851.6093010249676,38.90632996168379
1752.8554472012852,36.265829630544474
1674.8491892761672,35.353973398307446
68911.35157170749,1165.5174092470195
