neutral,selected
999611844.0,999745631.0
39523.32104922263,26329.04039938338
19695.948848252014,10199.39862664665
13100.535813603903,5759.030397340873
9806.194069905598,3851.426750444355
7827.418429828747,2833.3664876321286
6501.244653314778,2215.1686476226832
5551.8892678930015,1807.5861516387954
4844.98407488318,1523.7040809435032
4302.549450364521,1317.7807201163155
3873.4518573965597,1162.9030226773652
3523.18750956963,1042.2979862061363
3229.083137309136,945.7484044227185
2977.169520318327,867.637640580255
2759.6944570761357,805.2698484612285
2572.4389514647837,757.3408823157855
2412.0794592510606,722.7156311959552
2275.64918716678,699.4510879363233
2161.5282003389602,685.136682649909
2062.38984253346,680.0854322223707
63444.7481765501,24282.734308836618
