neutral,selected
999709216.8855013,999873950.0
36636.53952063677,19672.934898961223
17470.220968473983,5226.859048136942
11457.601509906171,2049.579563447976
8571.527271663323,968.7010084896062
6885.270475104173,517.3891063305305
5775.086353195359,301.91010458508833
4985.877445225722,188.23034502964006
4396.761949699829,123.4726946832447
3942.4348521583606,84.32615099775006
3583.1899516806134,59.49995591752961
3292.7715033203312,43.11049110478283
3053.033075551319,31.93498827558434
2851.2411554601217,24.132081094722913
2678.473881007022,18.591580652976035
2528.5309901580445,14.599761935649692
2397.123978661139,11.674166720741848
2281.256545189903,9.483930889322764
2178.7603974634862,7.806881217507283
2087.9632890354615,6.4995721724461175
2007.4645027158954,5.4721365266113695
1935.996003929252,4.667254027205404
1872.3552101769126,4.044420053601961
1815.3984934985933,3.570008626336922
1764.0786271681695,3.212443751913159
1717.4998005418054,2.9410590773649044
1674.9602512473034,2.7270862956372315
1635.960402056327,2.545463131372114
1600.1709027074528,2.3765409523183383
1567.3719976428756,2.207141661034597
1537.3854281575,2.0307140897138676
1510.019715820275,1.846582833253808
1485.0416262265576,1.6584804503739243
1462.1761108968828,1.4726931111719679
1441.128704043372,1.296199894289383
1421.6202526949446,1.1351331190212925
1403.4234885043027,0.993755716933464
1386.3926420494668,0.8739975957133299
1370.4796550626543,0.7754740428072107
1355.7330733440986,0.6958552350527863
1342.2785833956,0.6314583978822174
1330.2835743756111,0.5779600576978755
1319.9117390230963,0.5311429794640138
1311.2766889930388,0.4875890691532292
1304.4047869827984,0.4452174397070039
1299.2161760465663,0.4035687450666424
1295.5293346557569,0.3637693259457115
1293.089216024157,0.3281710355655611
1291.6134875739156,0.2997375210413218
1290.8470143832842,0.2813108094149258
645.3063202791301,0.1374616308624513
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
