neutral,selected
9996408.0,9998605.0
357.3186553364827,183.91460536447647
174.3272343831852,62.922672017342
115.39270641771384,35.68044411207456
85.5495425754744,24.172714212212938
67.46898359081075,17.600396265273208
55.39180881604871,13.435763157252902
46.82695251165852,10.681368135208036
40.496501725225166,8.775148102269371
35.63896132894032,7.401893671213451
31.763626529316006,6.397990105687813
28.56210271010699,5.664795836364242
25.858357432398204,5.119302698449089
23.561452631628168,4.685110849234273
21.621273442936207,4.302107566027442
19.99611890486903,3.934367696667318
18.637441086406316,3.568756368600962
17.490183287191154,3.20696911634798
16.501803515121985,2.856754611559805
15.63173062678514,2.5261250282469474
14.855674585987904,2.2212140321640863
14.163634162808961,1.946423079747016
13.553921139972008,1.7051258833173724
13.026655314264685,1.4999015466903127
12.579276157186705,1.3321870147406538
12.204889776119167,1.2017897100736648
11.892866499270433,1.106730857668433
11.630527651160246,1.043584851220373
11.404896775811322,1.0081380136695308
11.203950388815775,0.9960263648081518
11.017243177422138,1.0030763157699303
10.8360471477475,1.0252773606899528
10.653237034612022,1.0585232797196462
10.46314159194135,1.0983611861137452
10.261517742198572,1.139954155666673
10.04571687668973,1.178333475201308
9.81501057238835,1.2088682024444573
9.570944569435916,1.2277840439237084
9.317525854312649,1.2325547465057654
9.061049388352625,1.2220564902697675
8.80945057005198,1.1964770095569504
8.571207608538334,1.1570574655609913
8.353967793573279,1.1057834010870917
8.16317825502951,1.045125204205522
8.001026787486463,0.977875998943575
7.865935921798759,0.9070746403418906
7.7527297468321805,0.8359592820637229
7.653449974512618,0.7678859817602051
7.55867294411415,0.706165715952063
7.459093515997327,0.6538104201665929
7.347100201143026,0.6132189686366112
7.218067240750366,0.5858639997721883
7.071134062103391,0.572051987701876
6.909331337633819,0.5708199680528055
6.739038128135546,0.5800065492175714
6.568892675820358,0.596500004555236
6.408393097875648,0.6166315134292453
6.266476644090883,0.636654734500236
6.150338973188532,0.6532381242645979
6.064659294217526,0.6638943435064213
6.011270556712304,0.6672801367890224
5.989203034242988,0.6633184192065409
5.994970163728353,0.6531207296116696
6.022967074734817,0.6387210756894771
6.065897326191044,0.6226676564451725
6.115198869143652,0.6075500708528192
6.161476249557269,0.5955575980781639
6.194951992013812,0.5881611959836801
6.2059390774414736,0.5859844970549185
6.185333371187831,0.5888802961791643
6.125143791462602,0.5961692799839097
6.019103777031284,0.6069443206025034
5.863399530953266,0.6203174909992507
5.657473419959437,0.6355056044439222
5.4047266505187865,0.651717333303154
5.112830657078373,0.66790203292146
4.793369870408953,0.682506495637496
4.460741872083642,0.6934134241255641
4.130576280599342,0.6981759524783412
3.8182153454252306,0.6945289328594779
3.5378043217076343,0.6810067459054039
3.3021615800562945,0.6574069817648822
3.1229703219211915,0.6248710304929228
3.010324688625452,0.5855188900493717
2.970704546900557,0.5418239308610314
3.0032563855573686,0.4961270007658536
3.0955760507950187,0.4507047097616682
3.221317232501652,0.4084756902973249
3.3420563420805873,0.37376054958454047
3.4145139785169722,0.3518669403796549
3.401883126382343,0.34640192061092395
3.2858825760512396,0.3548025916425715
3.075722254240697,0.3652159682547426
2.8117128239288642,0.35936802693604825
2.5614720302430563,0.3239161170142047
2.399839080100145,0.2677379841501539
2.3582089428920736,0.23828114421545873
2.3746140926882586,0.32094636599777804
2.406810279777345,0.5862235026869678
2.7829919986201763,0.9840414963043144
682.5363298129428,73.1265376506905
