all
999548691.3703084
29212.28708653481
9504.791817144982
4956.182215481867
3179.463702180966
2292.08444202078
1779.3379184825965
1453.723822713953
1232.7815795237254
1075.2100418946359
958.4102531966846
869.3239541722197
800.4609768853387
747.856567065396
709.3570830441669
683.0381977891485
666.4858467630759
657.3710443691157
654.7644920214266
660.8506355982439
0.0
