all
999927766.5143499
8602.942568808347
4441.2657808133745
3138.346880922273
2507.1317091773067
2136.4724934907713
1888.6688976691498
1707.8584270500771
1569.2047996037918
1459.2390135808057
1368.8787787957767
1291.8523442070446
1224.6839087819008
1166.5258396480951
1117.9016713558956
1078.2856355224744
1043.8681213869957
1008.060474273928
967.7469674060595
933.1707454004927
0.0
