neutral,selected
999628179.0,999769292.0
38187.45814470476,29844.90730380108
18538.800896807727,12338.004578100334
12169.586182781097,7292.099745521747
9036.565910024252,5029.585112825743
7183.555579411714,3787.193287934155
5958.946976877351,3011.2877950993156
5085.932650671754,2480.3267343867474
4429.817054806847,2093.3614183752147
3918.742625081819,1799.4966119243425
3510.829458470232,1570.0533241467078
3179.134963677455,1387.0604974568387
2904.7444262491026,1238.4246340802151
2673.7818245965477,1115.7214400924174
2476.109209409816,1012.9840060354238
2304.5401294738044,925.9191534890437
2154.1038524348564,851.3726424529641
2021.3171022664303,786.973281463498
1903.5749753301432,730.9055320870798
1798.751576296962,681.7636734343529
1705.0133814561511,638.4496892848675
1620.7762270778999,600.0927486431176
1544.7150568538045,565.9836086334116
1475.759122835226,535.5257423841599
1413.048710139382,508.20493835148295
1355.8663284970178,483.5743574674804
1303.5710118764562,461.2480573265843
1255.5588193200563,440.89598360969535
1211.2557631732257,422.23690103916704
1170.1333667328356,405.02992016880137
1131.7298224059118,389.0675382127594
1095.6624992701425,374.1725758021611
1061.6262446182868,360.19903723072633
1029.3806807806907,347.0345686735531
998.7342450899104,334.6012716793961
969.5320012134675,322.85250233188583
941.6500601204303,311.76528161440996
914.9948214591845,301.32994192007686
889.5026855696162,291.5397247611993
865.1363026856088,282.38290063078153
841.8760621373933,273.83887074111476
819.7086593702354,265.8782261282508
798.6165167163525,258.46548038480825
778.5716950050801,251.56254512295192
759.5359442902403,245.1311002665879
741.4657906424763,239.13272057984747
724.3193927900825,233.5267024943287
708.06130206064,228.2666478651432
692.6624245251878,223.2976290059623
678.0948352061104,218.55586840478193
664.3235896608667,213.97218866214254
651.2992835264569,209.47918310909034
638.955194249883,205.02057393177765
627.211363517899,200.56015649453568
615.9854641247762,196.08756516036573
605.2076196108592,191.6189797327892
594.8344641412348,187.19251679599154
584.8573795649714,182.85977217148832
575.30128924507,178.67609828850132
566.2132723989175,174.69227549333436
557.6436693298879,170.94929292462385
549.6250649723859,167.47645840100242
542.1555053528286,164.2916934998082
535.1910616187017,161.40223416612872
528.6498004417377,158.8042985964486
522.4254796964427,156.48141517766325
516.4062878509826,154.402486832995
510.4927966116532,152.52163324891686
504.6103197530224,150.78185352879618
498.71346810472403,149.1233938003672
492.7836339263972,147.49567252683082
486.8221516020487,145.86945811019976
480.84224637121366,144.24471133765712
474.861776586102,142.64996871434386
468.89716224963047,141.13162354983933
462.95797264196847,139.73530826527977
457.042105267233,138.48528005500668
451.1329742268211,137.36945473254127
445.2013326420656,136.33632677174398
439.21381734126237,135.30566633043512
433.1475207277682,134.18934078901333
427.00600844784117,132.91439417738
420.82961512499577,131.4396392564309
414.6937739563915,129.75991728548644
408.6939258636422,127.89765992904692
402.9220529584097,125.88746058783455
397.444419171603,123.7641123228389
392.28966853149274,121.56589316434871
387.45069317805445,119.3593538309405
382.89570655649754,117.27547968108289
378.57943681693405,115.52169764959503
374.449995060136,114.31861453064192
370.4599795148309,113.74281023830261
366.59551502687833,113.5645413716895
362.914242317196,113.29658248686137
359.57807560043614,112.62988990744223
357.0176556780355,112.04024336703877
356.4980420463801,112.8670234999504
360.2519048862155,116.37787267312494
366.50775991374456,121.29561456464458
66408.48017219541,24461.45755869496
