all
999787420.3049455
17584.83815660956
6060.002572527911
3248.3429515833973
2115.839111347268
1547.6961887373411
1224.7567761635137
1025.0074396153443
893.9313064558899
804.3726791680035
741.0959635289291
694.3865931217272
657.6474231883828
626.8862650194357
600.7293942517321
579.9063759992572
565.8329129325327
558.940123220865
558.5307031095051
564.9434144338284
0.0
