neutral,selected
999653712.0,999745143.0
31724.605311154028,23298.788871250832
13730.626070830667,9181.731025275965
8306.450774675723,5292.067466501126
5863.602035453581,3620.1768569255305
4555.97542177867,2751.8172988990814
3783.669700530934,2251.023338210195
3295.427925733094,1941.3863795452712
2967.8382205674734,1737.4743143788126
2733.9768374059813,1593.2561262198165
2556.1224151768943,1483.6487481636912
2413.0964111191515,1395.529918795352
2293.2623661230514,1321.7927961789778
2190.5961251363824,1257.736992906047
2102.3895035040728,1199.6873534024512
2027.071674871793,1144.9556883041407
1961.7646536872817,1091.9330460091537
1901.438517508774,1039.6242956000528
1841.9901249121838,988.4287525566027
1787.3282327370541,948.3953952578845
73537.51425972026,39183.03386398171
