neutral,selected
399883030.0896927,399946751.47282815
14543.162572412835,4461.864319846912
7489.977195004881,1539.2628608258303
5230.603855724009,890.7042445855589
4142.572487386003,626.9469786852109
3529.472061760159,492.7809300228016
3156.7616092180515,417.55015722314107
2921.3199986861223,372.574605436228
2773.5059871052536,344.6354479826247
2690.544058960114,328.5688394157327
1331.7985948817793,161.60945073528447
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
