neutral,selected
999378609.0,999528929.0
59487.45193758268,41338.78099819739
24742.00756486557,15736.996995563837
14586.979434899178,8896.298950183731
10130.752380227448,6012.842792657219
7745.407104674347,4508.555582861348
6283.835085181406,3608.175445742359
5295.803091881169,3010.9898922881443
4581.13884637224,2582.653477460778
4040.771875252283,2258.3556617942754
3619.50478288927,2005.2080314082082
3282.597711980565,1804.8045418399674
3005.912045637661,1644.3335960769114
2772.09255140325,1512.7140378136255
2569.7815230741244,1400.3584910732004
2393.8041109029905,1300.9795552218118
2244.0377912545255,1213.1957483950207
2121.6913899618007,1139.7456965819667
2025.9434920355245,1083.2622731433983
1958.521163585769,1038.7909066467234
62593.15890819267,32976.91041488126
