neutral,selected
179463.32,184313.68000000002
135.0,157.0
53.0,55.0
31.0,28.0
25.0,24.0
16.0,16.0
27.0,17.0
13.0,12.0
17.0,14.0
16.0,19.0
0.0,0.0
