neutral,selected
499012.05203079374,1343907.9479692061
470.0,962.0
147.0,288.0
103.0,198.0
91.0,146.0
73.0,134.0
66.0,123.0
74.0,128.0
46.0,84.0
59.0,81.0
46.0,75.0
46.0,72.0
57.0,63.0
33.0,50.0
28.0,37.0
20.0,28.0
26.0,33.0
22.0,22.0
20.0,30.0
15.0,32.0
18.0,22.0
19.0,21.0
15.0,21.0
18.0,32.0
37.0,47.0
142.0,273.0
