---- Running command
---- ./polyDFE -d /scratch/40840249/tmpfxqjkm2_ -m C -i /scratch/40840249/tmpfqz59g4l 1 -v 1 
---- Performing inference using model C

---- Performing inference on /scratch/40840249/tmpfxqjkm2_
----      with -i /scratch/40840249/tmpfqz59g4l 1
---- Data /scratch/40840249/tmpfxqjkm2_ does not contain divergence counts. Using option -w.
---- No mutation variability. Using Poisson likelihood.


---- Using provided initial values

-- Starting local optimization
-- Optimizing all parameters
  it        eps_an     theta_bar           S_d             b           p_b           S_b           r 2           r 3           r 4           ln lk          grad status 
   0 0.00000449599     0.0006164 -55.645569999     0.1199374     0.0151532     0.1308463     0.8958562     0.8771536     0.8733385 -37.24325647940 0.66453454807   -2 
  58 0.00000449476 0.00060175335 -200.72290172 0.08426308755 0.01495207256 0.12944274903 0.97994189192 0.82364691072 0.82587893157 -32.82227685597 0.00057015815   -2 
  59 0.00000449476 0.00060176719 -200.73107469 0.08426173905 0.01495198340 0.12944204025 0.97993171767 0.82359912744 0.82594656506 -32.82227435599 0.00076316111   -2 
  60 0.00000449476 0.00060175518 -200.74049996 0.08426274877 0.01495188266 0.12944133539 0.97991810462 0.82356954956 0.82597515120 -32.82227247278 0.00061191420   -2 
  61 0.00000449476 0.00060180364 -200.80418614 0.08427032575 0.01495120061 0.12943658229 0.97990287938 0.82348573420 0.82605127145 -32.82226504418 0.00095481338   -2 
  62 0.00000449476 0.00060180364 -200.80418614 0.08427032575 0.01495120061 0.12943658229 0.97990287938 0.82348573420 0.82605127145 -32.82226504418 0.00095481338   -5 
  63 0.00000449476 0.00060178204 -200.80870637 0.08427118328 0.01495115238 0.12943625910 0.97989893418 0.82350133901 0.82602884519 -32.82226232049 0.00091799730   -2 
  64 0.00000449475 0.00060179148 -200.83752356 0.08427271782 0.01495083954 0.12943400939 0.97993087824 0.82362421102 0.82590281592 -32.82225283378 0.00040101267   -2 
  65 0.00000449475 0.00060179736 -200.84844823 0.08427304642 0.01495072060 0.12943314328 0.97993816123 0.82365001062 0.82587461873 -32.82225230516 0.00050585942   -2 
  66 0.00000449475 0.00060179814 -200.92002593 0.08427504133 0.01494994193 0.12942745925 0.97994540378 0.82370038905 0.82578917941 -32.82224775551 0.00096935924   -2 
  67 0.00000449475 0.00060179814 -200.92002593 0.08427504133 0.01494994193 0.12942745925 0.97994540378 0.82370038905 0.82578917941 -32.82224775551 0.00096935924   -5 
  68 0.00000449475 0.00060182371 -200.92409676 0.08427377886 0.01494989587 0.12942707020 0.97994584474 0.82367690353 0.82581928318 -32.82224428504 0.00109117360   -2 
  69 0.00000449475 0.00060181957 -200.94679154 0.08427107862 0.01494964503 0.12942511623 0.97990224032 0.82355137385 0.82594270791 -32.82223429432 0.00038164579   -2 
  70 0.00000449475 0.00060181627 -200.95385394 0.08427032884 0.01494956715 0.12942451268 0.97989440681 0.82352909545 0.82596488844 -32.82223392477 0.00044911136   -2 
  71 0.00000449475 0.00060184465 -201.07474226 0.08425569861 0.01494823306 0.12941410928 0.97991373589 0.82347850251 0.82605234628 -32.82222437699 0.00212520179   -2 
  72 0.00000449473 0.00060177487 -201.56899173 0.08420202238 0.01494279570 0.12937193430 0.97992837209 0.82330173969 0.82632280858 -32.82218947625 0.00196082202   -2 
  73 0.00000449473 0.00060183928 -201.60215213 0.08420068734 0.01494242524 0.12936915355 0.97992471706 0.82352954435 0.82606622360 -32.82214175542 0.00305863663   -2 
  74 0.00000449473 0.00060179434 -201.62182767 0.08420236470 0.01494220903 0.12936762357 0.97989574478 0.82362845343 0.82592026738 -32.82212056291 0.00047876909   -2 
  75 0.00000449473 0.00060181912 -201.68544660 0.08420499497 0.01494150606 0.12936252942 0.97993271756 0.82348823024 0.82579725460 -32.82211119180 0.00073844823   -2 
  76 0.00000449473 0.00060185007 -201.70632162 0.08420441775 0.01494127519 0.12936080221 0.97991736092 0.82347357665 0.82578852447 -32.82210860378 0.00102391284   -2 
  77 0.00000449473 0.00060189562 -201.87154128 0.08420231213 0.01493946003 0.12934731214 0.97966691308 0.82341539641 0.82577762606 -32.82209226316 0.00109894288   -2 
  78 0.00000449473 0.00060188996 -201.84189402 0.08420195798 0.01493978580 0.12934970531 0.97974024773 0.82343336091 0.82578264687 -32.82209005170 0.00072229521   -2 
  79 0.00000449473 0.00060184952 -201.85431335 0.08420016965 0.01493965161 0.12934864749 0.97980257152 0.82345579801 0.82579371663 -32.82208529040 0.00122886637   -2 
  80 0.00000449472 0.00060181493 -201.88095328 0.08419465964 0.01493936139 0.12934629653 0.97994789577 0.82351506229 0.82582650460 -32.82207930393 0.00107632940   -2 
  81 0.00000449472 0.00060183611 -201.88336744 0.08419358050 0.01493933347 0.12934604941 0.97994243657 0.82352291607 0.82583438366 -32.82207699022 0.00061604150   -2 
  82 0.00000449472 0.00060183913 -201.90617749 0.08418963846 0.01493907705 0.12934401042 0.97982327246 0.82355122980 0.82587502027 -32.82207205021 0.00046032611   -2 
  83 0.00000449472 0.00060183893 -201.90571991 0.08418988612 0.01493908247 0.12934405776 0.97986854065 0.82353771991 0.82586235776 -32.82207115078 0.00037662241   -2 
  84 0.00000449472 0.00060183183 -201.91049660 0.08418936927 0.01493902934 0.12934364609 0.97984924139 0.82353958378 0.82586663682 -32.82207063945 0.00049695317   -2 
  85 0.00000449472 0.00060184940 -202.00418962 0.08417529570 0.01493798130 0.12933538073 0.97971744802 0.82355309986 0.82592166979 -32.82206323773 0.00102758695   -2 
  86 0.00000449471 0.00060172321 -202.54134646 0.08410719075 0.01493199894 0.12928866373 0.97971251535 0.82341811510 0.82595745994 -32.82201433985 0.00515227719   -2 
  87 0.00000449465 0.00060169581 -204.46588471 0.08385702420 0.01491069790 0.12912201094 0.97992529620 0.82302500332 0.82606652662 -32.82182555333 0.00323322522   -2 
  88 0.00000449458 0.00060148062 -206.84760526 0.08358228080 0.01488468689 0.12891961760 0.97989923250 0.82280347791 0.82593924208 -32.82169193041 0.00591720042   -2 
  89 0.00000449447 0.00060146030 -210.90097166 0.08313398037 0.01484120221 0.12858157183 0.97980221238 0.82264594978 0.82563936071 -32.82149092842 0.00519746881   -2 
  90 0.00000449430 0.00060129884 -217.05420022 0.08253122899 0.01477704509 0.12808481611 0.97925355119 0.82261924898 0.82497508282 -32.82123719935 0.00601288429   -2 
  91 0.00000449418 0.00060154389 -221.20371064 0.08217904378 0.01473498056 0.12776060375 0.97892275719 0.82264568093 0.82449667704 -32.82099731378 0.00992790583   -2 
  92 0.00000449395 0.00060145608 -230.40966540 0.08151082493 0.01464489072 0.12706914743 0.97803361720 0.82244931584 0.82337800737 -32.82026000642 0.01313529506   -2 
  93 0.00000449342 0.00060239726 -252.32600827 0.08007914705 0.01444603738 0.12554294780 0.97682939541 0.82180659689 0.82119960635 -32.81886176440 0.01486998986   -2 
  94 0.00000449309 0.00060231127 -266.83455168 0.07926785225 0.01432502748 0.12461536664 0.97631708829 0.82089509574 0.82016013774 -32.81774077750 0.01652771901   -2 
  95 0.00000449223 0.00060346655 -309.72141479 0.07716255899 0.01400709998 0.12217543180 0.97604894376 0.81819356885 0.81827890215 -32.81529862880 0.01016447884   -2 
  96 0.00000449189 0.00060350923 -328.47267114 0.07637473752 0.01388357737 0.12122701614 0.97564260370 0.81724358619 0.81797343222 -32.81478761769 0.01055812030   -2 
  97 0.00000449146 0.00060407542 -353.51067231 0.07540148195 0.01373061710 0.12005143608 0.97507760013 0.81650800126 0.81811295845 -32.81412408583 0.00858347160   -2 
  98 0.00000449123 0.00060406831 -367.76123118 0.07489493162 0.01364896861 0.11942383177 0.97458604738 0.81636293317 0.81829465946 -32.81381075978 0.00524221773   -2 
  99 0.00000449106 0.00060416496 -378.79825250 0.07451700703 0.01358814337 0.11895600821 0.97428609128 0.81645908153 0.81846084407 -32.81371083296 0.00425832350   -2 
 100 0.00000449107 0.00060423576 -378.18990483 0.07453600870 0.01359138946 0.11898092677 0.97445840771 0.81665142543 0.81841308892 -32.81363709321 0.00499918558   -2 
 101 0.00000449109 0.00060404479 -376.86215014 0.07458700496 0.01359842351 0.11903526028 0.97485676972 0.81726424255 0.81823012375 -32.81347658207 0.00098714759   -2 
 102 0.00000449110 0.00060401259 -376.56310980 0.07459986168 0.01359990888 0.11904678703 0.97490365990 0.81744933007 0.81828421872 -32.81346870383 0.00097249830   -2 
 103 0.00000449110 0.00060404077 -376.49807591 0.07460329901 0.01360013468 0.11904857396 0.97488530906 0.81747014013 0.81838282553 -32.81346206343 0.00146921295   -2 
 104 0.00000449110 0.00060402019 -376.41720991 0.07460974014 0.01360036132 0.11905046156 0.97483521957 0.81747192767 0.81852903172 -32.81345382659 0.00040665146   -2 
 105 0.00000449110 0.00060401766 -376.40113690 0.07461303813 0.01360022179 0.11904950004 0.97489207970 0.81742164812 0.81855920389 -32.81345165368 0.00016458486   -2 
 106 0.00000449110 0.00060402343 -376.39926225 0.07461359710 0.01360015866 0.11904903666 0.97489494975 0.81742000849 0.81855846074 -32.81345154394 0.00021673968   -2 
 107 0.00000449109 0.00060403884 -376.37970372 0.07462202127 0.01359926838 0.11904252525 0.97487980903 0.81740789890 0.81852932482 -32.81345046860 0.00023207130   -2 
 108 0.00000449109 0.00060404630 -376.37583255 0.07462309133 0.01359910417 0.11904130593 0.97487826592 0.81740884086 0.81852671553 -32.81345034358 0.00012704478   -2 
 109 0.00000449109 0.00060404335 -376.34766160 0.07462627285 0.01359793869 0.11903248939 0.97486131587 0.81743661261 0.81853683871 -32.81344974841 0.00036189850   -2 
 110 0.00000449109 0.00060405214 -376.32158883 0.07462842087 0.01359688911 0.11902452144 0.97485868797 0.81745894488 0.81854805061 -32.81344927579 0.00030347375   -2 
 111 0.00000449106 0.00060402848 -376.10134627 0.07464241791 0.01358811858 0.11895777203 0.97495966057 0.81752495027 0.81862422604 -32.81344530978 0.00052241049   -2 
 112 0.00000449106 0.00060404116 -376.04128054 0.07464473170 0.01358579767 0.11894005580 0.97497712149 0.81752902305 0.81863945455 -32.81344415570 0.00065995721   -2 
 113 0.00000449087 0.00060403588 -374.23973815 0.07470608973 0.01351654964 0.11841103416 0.97503634379 0.81732791147 0.81889412637 -32.81340884697 0.00131565635   -2 
 114 0.00000449075 0.00060403360 -373.13546066 0.07474304774 0.01347414659 0.11808693082 0.97505396442 0.81723634067 0.81902088752 -32.81340056783 0.00191138581   -2 
 115 0.00000449066 0.00060407801 -372.32623996 0.07476085755 0.01344349345 0.11785224968 0.97490579593 0.81757814374 0.81877154127 -32.81332858133 0.00259377121   -2 
 116 0.00000449064 0.00060403147 -372.13914511 0.07476578674 0.01343636145 0.11779766808 0.97486926516 0.81764288553 0.81869851313 -32.81331556380 0.00088254181   -2 
 117 0.00000449063 0.00060399868 -371.99729990 0.07476543635 0.01343110989 0.11775733353 0.97501691468 0.81757891405 0.81862928986 -32.81330422498 0.00072996312   -2 
 118 0.00000449063 0.00060400961 -371.97655896 0.07476464097 0.01343037218 0.11775164027 0.97503396942 0.81756808208 0.81862832224 -32.81330308847 0.00048029360   -2 
 119 0.00000449062 0.00060400294 -371.90581251 0.07475973291 0.01342789744 0.11773247842 0.97495129082 0.81750090925 0.81868990356 -32.81329844353 0.00028165895   -2 
 120 0.00000449062 0.00060400800 -371.89972785 0.07475911583 0.01342768551 0.11773083068 0.97495108045 0.81750175878 0.81869258911 -32.81329823293 0.00023430061   -2 
 121 0.00000449061 0.00060397924 -371.82620199 0.07475311663 0.01342493205 0.11770950676 0.97498023550 0.81756778782 0.81867264431 -32.81329615338 0.00020000164   -2 
 122 0.00000449061 0.00060397916 -371.83257882 0.07475416080 0.01342513495 0.11771110099 0.97497628022 0.81755440726 0.81867579581 -32.81329600476 0.00019009919   -2 
 123 0.00000449061 0.00060398689 -371.83764885 0.07475532550 0.01342526904 0.11771217250 0.97497425758 0.81753868325 0.81868040376 -32.81329585046 0.00009633426    0 
-- Found new optimum with likelihood -32.813295850465124 and gradient 0.00010

---- Best joint likelihood found -32.813295850465124 with gradient 0.00010

---- Results for /scratch/40840249/tmpfxqjkm2_ 
--  Model: C
--        eps_an     theta_bar             a 
-- 0.00000449061 0.00060398689            -1 
--           S_d             b           p_b           S_b 
-- -371.83764885 0.07475532550 0.01342526904 0.11771217250 
--           r 2           r 3           r 4 
-- 0.97497425758 0.81753868325 0.81868040376 

---- Expected P_neut(i), 0 < i < n (neutral SFS per site) 
E[P_neut(1)] = 0.0006039847
E[P_neut(2)] = 0.0002944353
E[P_neut(3)] = 0.0001645948
E[P_neut(4)] = 0.0001236202

---- Expected P_sel(i), 0 < i < n (selected SFS per site) 
E[P_sel(1)] = 0.0003894835
E[P_sel(2)] = 0.0001778041
E[P_sel(3)] = 0.0000963789
E[P_sel(4)] = 0.0000709606

---- alpha_dfe = 0.025481

