---- Running command
---- ./polyDFE -d /scratch/40840249/tmpfxqjkm2_ -m C -i /scratch/40840249/tmpfqz59g4l 1 -v 1 
---- Performing inference using model C

---- Performing inference on /scratch/40840249/tmpfxqjkm2_
----      with -i /scratch/40840249/tmpfqz59g4l 1
---- Data /scratch/40840249/tmpfxqjkm2_ does not contain divergence counts. Using option -w.
---- No mutation variability. Using Poisson likelihood.


---- Using provided initial values

-- Starting local optimization
-- Optimizing all parameters
  it        eps_an     theta_bar           S_d             b           p_b           S_b           r 2           r 3           r 4           ln lk          grad status 
   0 0.00000449599     0.0006164 -55.645569999     0.1199374     0.0151532     0.1308463     0.8958562     0.8771536     0.8733385 -37.24325647940 0.66453454807   -2 
   1 0.00000449598 0.00059318558 -55.716881715 0.12018845334 0.01515196577 0.13084475800 0.95157389168 0.85223223209 0.85853959264 -34.43965351652 0.76253674746   -2 
   2 0.00000449598 0.00059994636 -55.604060725 0.11938743541 0.01515502033 0.13084549354 0.99569435087 0.84091156907 0.85192877202 -33.05258402050 0.03974003419   -2 
   3 0.00000449598 0.00059778352 -55.340589145 0.11727098244 0.01516329675 0.13084852785 1.00051761348 0.84545782793 0.84987028481 -33.00966697278 0.09291347346   -2 
   4 0.00000449598 0.00059485050 -55.237617899 0.11640698996 0.01516669895 0.13084969667 1.00105419136 0.84695074730 0.84896269269 -32.99048995744 0.02825094831   -2 
   5 0.00000449598 0.00059379301 -55.187263145 0.11596434377 0.01516843444 0.13085021776 1.00041097318 0.84734178634 0.84887715777 -32.98807483930 0.03960067054   -2 
   6 0.00000449598 0.00059386803 -55.104880967 0.11521438447 0.01517136242 0.13085096725 0.99843275754 0.84740389938 0.84944242360 -32.98097918293 0.02160939246   -2 
   7 0.00000449598 0.00059365158 -55.066239042 0.11480991584 0.01517291708 0.13085123003 0.99680483762 0.84687420461 0.84984376743 -32.97957604693 0.01939669095   -2 
   8 0.00000449598 0.00059330932 -55.081430157 0.11484709728 0.01517271040 0.13085093142 0.99640385720 0.84597140183 0.84983535968 -32.97825258248 0.02212227332   -2 
   9 0.00000449598 0.00059426123 -55.114003982 0.11488747531 0.01517239337 0.13085020250 0.99604587615 0.84392014304 0.84998332570 -32.97546328924 0.01676807189   -2 
  10 0.00000449598 0.00059425187 -55.146523866 0.11494482729 0.01517202862 0.13084955550 0.99549171272 0.84252077256 0.84991403623 -32.97451061872 0.00500733484   -2 
  11 0.00000449598 0.00059467773 -55.197877349 0.11499423176 0.01517160663 0.13084858842 0.99497178417 0.84198740767 0.84951488396 -32.97422558764 0.00745008456   -2 
  12 0.00000449598 0.00059474365 -55.246487106 0.11504180074 0.01517120950 0.13084770607 0.99452254788 0.84170271792 0.84910891638 -32.97403217593 0.00500663018   -2 
  13 0.00000449597 0.00059515575 -55.371334299 0.11510377130 0.01517041322 0.13084551155 0.99435191620 0.84200603435 0.84823322451 -32.97367605578 0.00865076716   -2 
  14 0.00000449597 0.00059497217 -55.385651927 0.11510786637 0.01517033577 0.13084527995 0.99437051151 0.84205044194 0.84821592654 -32.97351496942 0.00497614225   -2 
  15 0.00000449597 0.00059460425 -55.523144156 0.11501288785 0.01517006713 0.13084306533 0.99586157149 0.84297885030 0.84904122071 -32.97280531718 0.00448502543   -2 
  16 0.00000449597 0.00059476145 -55.635406351 0.11491606777 0.01516989813 0.13084112397 0.99539685034 0.84330522138 0.84972242248 -32.97241222685 0.01036276771   -2 
  17 0.00000449597 0.00059458201 -55.736392970 0.11484474435 0.01516969028 0.13083937276 0.99488384160 0.84342485392 0.85017060960 -32.97209109815 0.00569236870   -2 
  18 0.00000449594 0.00059481939 -57.544220351 0.11362472790 0.01516570116 0.13080704186 0.99500618415 0.83865701572 0.84917462021 -32.96722288346 0.01686088165   -2 
  19 0.00000449592 0.00059570635 -58.623661017 0.11291271474 0.01516340862 0.13078821546 0.99448586751 0.83779630791 0.84812974766 -32.96498891577 0.03695637762   -2 
  20 0.00000449587 0.00059503927 -61.746414585 0.11110526523 0.01515647232 0.13073586366 0.99114786371 0.83697699190 0.84445421501 -32.95414489183 0.04409030982   -2 
  21 0.00000449578 0.00059661870 -67.818709964 0.10784684791 0.01514420572 0.13064125311 0.98669251596 0.83689812979 0.83840342782 -32.94151196892 0.02408462472   -2 
  22 0.00000449570 0.00059736943 -74.328931118 0.10487301174 0.01513183436 0.13054905066 0.98471284404 0.83651063265 0.83384158566 -32.93678810151 0.04282340857   -2 
  23 0.00000449564 0.00059617477 -79.392848212 0.10293159436 0.01512241772 0.13048296918 0.98466517761 0.83535995342 0.83183274032 -32.92822941082 0.05197276938   -2 
  24 0.00000449545 0.00059652812 -96.950610898 0.09731646185 0.01509377694 0.13028286003 0.98858874454 0.83144779766 0.82919726009 -32.90321429979 0.03589725672   -2 
  25 0.00000449534 0.00059530864 -109.14456275 0.09448891542 0.01507536737 0.13016436083 0.98756139792 0.82905766328 0.83084038667 -32.89150043265 0.06552003543   -2 
  26 0.00000449527 0.00059694885 -118.37335088 0.09263927790 0.01506259323 0.13008306616 0.98667233747 0.82808914350 0.83286127169 -32.87736677391 0.03537765789   -2 
  27 0.00000449516 0.00059728815 -134.07329675 0.09024489818 0.01504133253 0.12995805169 0.98247680237 0.82714924057 0.83572329376 -32.86602001605 0.02591519673   -2 
  28 0.00000449508 0.00059980643 -145.68382844 0.08919044373 0.01502468953 0.12987317887 0.98278017429 0.82784001327 0.83320224808 -32.85304515128 0.07091633020   -2 
  29 0.00000449496 0.00060069537 -167.33574047 0.08763626501 0.01499611825 0.12973138373 0.98240588443 0.82832393909 0.82800092479 -32.83173531360 0.01258649867   -2 
  30 0.00000449493 0.00060155829 -171.67201091 0.08732520836 0.01499087579 0.12970446262 0.98237171085 0.82740806439 0.82749558188 -32.83055938650 0.01806558129   -2 
  31 0.00000449490 0.00060192496 -177.55753561 0.08692040198 0.01498390235 0.12966857960 0.98183037138 0.82561633543 0.82699998001 -32.82899267697 0.00753686521   -2 
  32 0.00000449489 0.00060214663 -180.17209955 0.08672683325 0.01498094147 0.12965283260 0.98150571694 0.82482351094 0.82688938722 -32.82883574853 0.00901261135   -2 
  33 0.00000449488 0.00060246612 -181.43336251 0.08658061936 0.01497971742 0.12964483724 0.98118309792 0.82455062054 0.82706563721 -32.82843771343 0.01207442826   -2 
  34 0.00000449486 0.00060237840 -185.91943136 0.08601563937 0.01497557734 0.12961596101 0.97941891848 0.82364592856 0.82778166532 -32.82707525064 0.00888891613   -2 
  35 0.00000449480 0.00060165486 -196.23080426 0.08451216293 0.01496721222 0.12954824983 0.97978349027 0.82331001892 0.82751421496 -32.82397360538 0.01342252897   -2 
  36 0.00000449480 0.00060130852 -197.43337569 0.08435804708 0.01496617514 0.12954040788 0.97980814977 0.82329336525 0.82731778077 -32.82362764419 0.00609281661   -2 
  37 0.00000449478 0.00060119931 -199.70774816 0.08411990578 0.01496380047 0.12952420990 0.98043062060 0.82377126222 0.82603780851 -32.82305175672 0.00421795062   -2 
  38 0.00000449478 0.00060146329 -199.71632989 0.08415224141 0.01496353462 0.12952338122 0.98014472843 0.82375709606 0.82606190542 -32.82290503772 0.00742452984   -2 
  39 0.00000449478 0.00060161000 -199.75346473 0.08423450211 0.01496286252 0.12952137789 0.97946421086 0.82364401016 0.82604429393 -32.82265025890 0.00315181834   -2 
  40 0.00000449478 0.00060179520 -199.83660038 0.08434035893 0.01496181875 0.12951757137 0.97986819215 0.82337041267 0.82582916384 -32.82245009013 0.00100653572   -2 
  41 0.00000449478 0.00060184452 -199.87470831 0.08436812803 0.01496138649 0.12951540466 0.97996985519 0.82346249443 0.82583007608 -32.82243757968 0.00130712900   -2 
  42 0.00000449478 0.00060182076 -199.88684515 0.08437390759 0.01496125325 0.12951463590 0.97995971897 0.82350554405 0.82584598180 -32.82243240622 0.00110633799   -2 
  43 0.00000449478 0.00060184007 -199.92091555 0.08438108749 0.01496087864 0.12951213207 0.97992679862 0.82366735985 0.82593870695 -32.82242264330 0.00055829951   -2 
  44 0.00000449478 0.00060182985 -199.91652873 0.08437864782 0.01496092654 0.12951239483 0.97993907111 0.82362981849 0.82592594478 -32.82242186313 0.00051212409   -2 
  45 0.00000449478 0.00060183657 -199.92335028 0.08437230103 0.01496084832 0.12951158231 0.97996430826 0.82360735389 0.82594868914 -32.82241939287 0.00097868689   -2 
  46 0.00000449478 0.00060178104 -199.95310493 0.08435268465 0.01496051339 0.12950838578 0.98000843467 0.82354103275 0.82602241089 -32.82241300619 0.00064808029   -2 
  47 0.00000449478 0.00060180070 -199.94861919 0.08435813381 0.01496056535 0.12950897009 0.97997872761 0.82358140327 0.82599599538 -32.82241151020 0.00052627348   -2 
  48 0.00000449478 0.00060179138 -199.95296813 0.08435917595 0.01496051915 0.12950866638 0.97995659719 0.82360311568 0.82598664599 -32.82241036889 0.00058099286   -2 
  49 0.00000449478 0.00060180740 -199.97080015 0.08435929479 0.01496032548 0.12950723866 0.97991802641 0.82367000629 0.82596994061 -32.82240810682 0.00048574677   -2 
  50 0.00000449478 0.00060179417 -199.97150930 0.08435870052 0.01496031734 0.12950715736 0.97994105873 0.82364085984 0.82597637946 -32.82240710832 0.00053563556   -2 
  51 0.00000449478 0.00060179622 -199.97603232 0.08435715223 0.01496026662 0.12950672535 0.97997397732 0.82361382629 0.82598578639 -32.82240600841 0.00036794644   -2 
  52 0.00000449478 0.00060179647 -199.98880137 0.08435422959 0.01496012508 0.12950557234 0.98000684429 0.82358393014 0.82599960054 -32.82240513431 0.00063302491   -2 
  53 0.00000449478 0.00060176602 -200.02313113 0.08434857828 0.01495974723 0.12950257361 0.98001769086 0.82355259853 0.82601863719 -32.82240218710 0.00118075238   -2 
  54 0.00000449477 0.00060179526 -200.18100272 0.08431991232 0.01495800579 0.12948865049 0.98001699581 0.82352724259 0.82609530054 -32.82238404336 0.00228026835   -2 
  55 0.00000449475 0.00060167524 -200.92959318 0.08419686910 0.01494978458 0.12942337525 0.97986388568 0.82344732810 0.82635583589 -32.82232467091 0.00197466996   -2 
  56 0.00000449476 0.00060169578 -200.70477186 0.08424056539 0.01495225492 0.12944324437 0.97993168276 0.82350443079 0.82618136664 -32.82230769494 0.00126978688   -2 
  57 0.00000449476 0.00060174791 -200.70719265 0.08424599363 0.01495223125 0.12944327499 0.97994788679 0.82355213390 0.82609883257 -32.82229725950 0.00198210264   -2 
