neutral,selected
999631120.0,999777007.0
36037.933058015944,20174.684569085453
17424.1582672032,7796.157157987129
11423.634748848965,4560.539437901192
8474.506694290421,3138.7280508300423
6728.310199399392,2362.6406890385642
5575.610916559361,1887.5337218982593
4755.904752613815,1573.6959154349072
4142.218618327991,1352.7516866979636
3667.434899285502,1186.9023835594394
3291.741109300559,1054.3991961514266
2987.5681016667086,943.7115007310126
2734.516450967132,850.01408094036
2518.9546661337286,772.2902316625695
2333.5816864409553,711.0519274933289
2175.0317449583195,666.5464834973018
2041.1825260099888,637.0896850880458
1930.801169608286,617.9166912967204
1845.6730015102492,602.6923504185861
1792.064104573577,589.7400756720405
68095.64580991046,26572.04706595475
