neutral,selected
399888125.78148395,399967147.3026632
14049.016842582261,2558.8118772730795
7291.623237818916,1014.5997079024713
5105.2323951134595,655.3254201702015
4041.0435194918628,501.0090723518394
3430.640127996112,417.7893088267197
3054.630471804012,367.7816946262211
2819.168908924594,336.7623649676881
2677.0225184123683,318.08502966069796
2601.6291996342375,308.1163989089681
1289.076540966953,152.4913645140605
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
