all
999761891.3474684
23313.14181327687
8506.53468772194
4771.065549356935
3229.542777831127
2411.7281209342764
1910.4694582505247
1574.4422752824416
1335.2861078713997
1158.0376878277168
1023.1880154291975
918.9279379575672
837.4499664106564
773.1632631149917
721.9220480798064
680.8263651928312
648.3246344818934
624.441318444624
611.0272343853638
611.7905172254815
0.0
