all
999767965.825797
19751.259353214005
7677.961799738633
4502.290979180196
3112.72214698519
2352.5564722692598
1880.1745932338386
1560.8515764003623
1331.9813005255535
1161.3243063778532
1030.802536385732
929.5164651391859
850.630910293991
789.713475522984
743.5501864908039
709.298323071885
684.1743775528494
665.9149194807476
653.5028287489394
646.3730276111755
0.0
