all
999729234.6015631
27985.047623793424
12588.155073510412
7927.336863675343
5728.992694646954
4467.120601745318
3652.1048634183085
3082.3944907648993
2662.4871172008025
2341.6220315419105
2089.4954551769156
1886.0953659465968
1717.484932223351
1574.0895440429624
1449.8025682259668
1341.24943557743
1247.2412814996185
1168.31263959104
1106.0233348550707
1061.4223074690087
0.0
