all
999690080.7157404
12128.641227464206
4555.18597135613
2821.6786575806304
2162.754028222139
1858.240111543767
1664.1132824161407
1476.9796713745716
1276.1976831904892
1087.9816022377072
944.31629597881
853.7262043794254
795.4629781823933
734.0257326451654
642.8018852578958
521.3493865454012
393.1763490286594
286.0078289644885
212.79609759921368
168.91918908207384
0.0
