all
999048863.9176588
57528.235912181546
17343.660117034506
8782.171410311917
5745.233332007403
4298.456506659869
3454.0089670290895
2893.199244006974
2491.278709733407
2189.353086013953
1954.770136578472
1767.2847369285037
1613.444422021189
1484.06833897847
1373.0564134692127
1276.4816913430227
1191.4525933928444
1115.3609843655581
1046.890233052219
989.2912584925435
0.0
