all
999726627.5115976
29631.07750033294
13380.140962323127
8456.602253882824
6124.290995273716
4774.0921835956915
3897.407533144462
3284.1961912701154
2831.5052301123555
2482.775056073942
2204.8849625584867
1977.9212629668075
1789.552385049571
1631.3915013612896
1496.9733121236886
1381.246800378211
1280.5567992095948
1192.3002669970533
1115.573525490509
1050.9832422210238
0.0
